building_id,fold,model,h,mae,nmae
Bobcat_education_Angela,fold1,lgbm_direct,4,16.86471681503784,0.40085463016813433
Bobcat_education_Angela,fold1,lgbm_direct,5,17.795816791579828,0.42298578960826744
Bobcat_education_Angela,fold1,lgbm_direct,6,17.716020092992185,0.42108911524060383
Bobcat_education_Angela,fold1,lgbm_direct,7,19.50320045406353,0.4635683059995149
Bobcat_education_Angela,fold1,lgbm_direct,8,19.97204531544093,0.4747122010067579
Bobcat_education_Angela,fold1,lgbm_direct,9,21.126442860089988,0.5021508829545438
Bobcat_education_Angela,fold1,lgbm_direct,10,21.096686018198003,0.5014435975620641
Bobcat_education_Angela,fold1,lgbm_direct,11,20.722168343985558,0.49254174967251074
Bobcat_education_Angela,fold1,lgbm_direct,12,21.64981582654613,0.5145908473612812
Bobcat_education_Angela,fold1,lgbm_direct,13,19.63662200352807,0.466739580468789
Bobcat_education_Angela,fold1,lgbm_direct,14,19.80177832474122,0.47066515341412274
Bobcat_education_Angela,fold1,lgbm_direct,15,20.304751003402277,0.4826202267960591
Bobcat_education_Angela,fold1,lgbm_direct,16,20.323204691671016,0.4830588494226547
Bobcat_education_Angela,fold1,lgbm_direct,17,20.890866279016013,0.49655150264366427
Bobcat_education_Angela,fold1,lgbm_direct,18,21.677705953103885,0.5152537631095423
Bobcat_education_Angela,fold1,lgbm_direct,19,21.313733921381296,0.5066025728305802
Bobcat_education_Angela,fold1,lgbm_direct,20,21.5928253621619,0.5132362505557493
Bobcat_education_Angela,fold1,lgbm_direct,21,20.136875367589816,0.4786300189173332
Bobcat_education_Angela,fold1,lgbm_direct,22,19.747283505223745,0.4693698751735608
Bobcat_education_Angela,fold1,lgbm_direct,23,19.14804497917921,0.4551266749838077
Bobcat_education_Angela,fold1,lgbm_direct,24,20.781851544081974,0.4939603496623171
Bobcat_education_Angela,fold1,lgbm_recursive,1,9.90553699652136,0.23544305029876259
Bobcat_education_Angela,fold1,lgbm_recursive,2,13.563802150265227,0.32239574220245293
Bobcat_education_Angela,fold1,lgbm_recursive,3,14.986296660369668,0.35620677603230483
Bobcat_education_Angela,fold1,lgbm_recursive,4,15.384713062841557,0.3656766687922818
Bobcat_education_Angela,fold1,lgbm_recursive,5,15.33695600742804,0.36454153933854344
Bobcat_education_Angela,fold1,lgbm_recursive,6,15.312188790643177,0.3639528515097779
Bobcat_education_Angela,fold1,lgbm_recursive,7,15.23045485163191,0.3620101311988545
Bobcat_education_Angela,fold1,lgbm_recursive,8,15.166099746704294,0.36048048548537365
Bobcat_education_Angela,fold1,lgbm_recursive,9,15.202895018369508,0.36135506613662677
Bobcat_education_Angela,fold1,lgbm_recursive,10,15.169117512482499,0.3605522142548646
Bobcat_education_Angela,fold1,lgbm_recursive,11,15.056365749649169,0.3578722364831028
Bobcat_education_Angela,fold1,lgbm_recursive,12,15.102877485606081,0.35897776614719185
Bobcat_education_Angela,fold1,lgbm_recursive,13,15.055115054686254,0.35784250892394415
Bobcat_education_Angela,fold1,lgbm_recursive,14,15.23166813657666,0.36203896956555526
Bobcat_education_Angela,fold1,lgbm_recursive,15,15.238908807882606,0.3622110718694567
Bobcat_education_Angela,fold1,lgbm_recursive,16,15.272248533880365,0.36300351823433263
Bobcat_education_Angela,fold1,lgbm_recursive,17,15.342344994915731,0.3646696292798126
Bobcat_education_Angela,fold1,lgbm_recursive,18,15.39319576068877,0.3658782926170791
Bobcat_education_Angela,fold1,lgbm_recursive,19,15.401088916711812,0.36606590372097
Bobcat_education_Angela,fold1,lgbm_recursive,20,15.434565305159527,0.3668615983927363
Bobcat_education_Angela,fold1,lgbm_recursive,21,15.45263240616302,0.367291032291354
Bobcat_education_Angela,fold1,lgbm_recursive,22,15.285310742177522,0.36331399167622686
Bobcat_education_Angela,fold1,lgbm_recursive,23,15.479501420780766,0.3679296774008868
Bobcat_education_Angela,fold1,lgbm_recursive,24,15.43423659816221,0.3668537854111554
Bobcat_education_Angela,fold1,lgbm_multioutput,1,9.90553699652136,0.23544305029876259
Bobcat_education_Angela,fold1,lgbm_multioutput,2,12.320748819130532,0.2928498157101113
Bobcat_education_Angela,fold1,lgbm_multioutput,3,13.994640434052364,0.33263626523073
Bobcat_education_Angela,fold1,lgbm_multioutput,4,16.86471681503784,0.40085463016813433
Bobcat_education_Angela,fold1,lgbm_multioutput,5,17.795816791579828,0.42298578960826744
Bobcat_education_Angela,fold1,lgbm_multioutput,6,17.716020092992185,0.42108911524060383
Bobcat_education_Angela,fold1,lgbm_multioutput,7,19.50320045406353,0.4635683059995149
Bobcat_education_Angela,fold1,lgbm_multioutput,8,19.97204531544093,0.4747122010067579
Bobcat_education_Angela,fold1,lgbm_multioutput,9,21.126442860089988,0.5021508829545438
Bobcat_education_Angela,fold1,lgbm_multioutput,10,21.096686018198003,0.5014435975620641
Bobcat_education_Angela,fold1,lgbm_multioutput,11,20.722168343985558,0.49254174967251074
Bobcat_education_Angela,fold1,lgbm_multioutput,12,21.64981582654613,0.5145908473612812
Bobcat_education_Angela,fold1,lgbm_multioutput,13,19.63662200352807,0.466739580468789
Bobcat_education_Angela,fold1,lgbm_multioutput,14,19.80177832474122,0.47066515341412274
Bobcat_education_Angela,fold1,lgbm_multioutput,15,20.304751003402277,0.4826202267960591
Bobcat_education_Angela,fold1,lgbm_multioutput,16,20.323204691671016,0.4830588494226547
Bobcat_education_Angela,fold1,lgbm_multioutput,17,20.890866279016013,0.49655150264366427
Bobcat_education_Angela,fold1,lgbm_multioutput,18,21.677705953103885,0.5152537631095423
Bobcat_education_Angela,fold1,lgbm_multioutput,19,21.313733921381296,0.5066025728305802
Bobcat_education_Angela,fold1,lgbm_multioutput,20,21.5928253621619,0.5132362505557493
Bobcat_education_Angela,fold1,lgbm_multioutput,21,20.136875367589816,0.4786300189173332
Bobcat_education_Angela,fold1,lgbm_multioutput,22,19.747283505223745,0.4693698751735608
Bobcat_education_Angela,fold1,lgbm_multioutput,23,19.14804497917921,0.4551266749838077
Bobcat_education_Angela,fold1,lgbm_multioutput,24,20.781851544081974,0.4939603496623171
Bobcat_education_Angela,fold1,lstm_seq2seq,1,21.89223436203639,0.5203528529410726
Bobcat_education_Angela,fold1,lstm_seq2seq,2,23.81160619785097,0.5659740807291693
